Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_type_combined
NCF55,6.675,Low Fat,0.021666335,Household,33.3874,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.059,NC
FDV27,7.97,Regular,0.04021623,Meat,90.4514,OUT017,2007,,Tier 2,Supermarket Type1,1328.271,FD
NCE54,20.7,Low Fat,0.02689477,Household,76.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,2482.7682,NC
NCE54,20.7,Low Fat,0.0,Household,74.3354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1880.885,NC
NCV29,11.8,Low Fat,0.022824491,Health and Hygiene,177.0686,OUT013,1987,High,Tier 3,Supermarket Type1,3022.0662,NC
FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,1987,High,Tier 3,Supermarket Type1,2105.2596,FD
FDN02,16.5,Low Fat,0.073827748,Canned,208.8638,OUT046,1997,Small,Tier 1,Supermarket Type1,2484.7656,FD
NCC18,19.1,Low Fat,0.177545624,Household,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.2862,NC
FDS59,,Regular,0.04368089,Breads,110.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,2306.997,FD
FDR57,5.675,Regular,0.023492524,Snack Foods,155.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592,FD
FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.4714,FD
FDR47,17.85,Low Fat,0.087963415,Breads,193.3794,OUT017,2007,,Tier 2,Supermarket Type1,4291.7468,FD
FDH26,19.25,Regular,0.034693175,Canned,140.1496,OUT035,2004,Small,Tier 2,Supermarket Type1,1552.6456,FD
FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,1998,,Tier 3,Grocery Store,731.0484,FD
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.959,FD
FDA36,5.985,Low Fat,0.005661669,Baking Goods,186.5924,OUT013,1987,High,Tier 3,Supermarket Type1,2591.2936,FD
FDZ21,,Regular,0.039031927,Snack Foods,95.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,FD
FDO45,13.15,Regular,0.03810738,Snack Foods,86.3856,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992,FD
DRI47,14.7,Low Fat,0.021005399,Hard Drinks,144.5128,OUT018,2009,Medium,Tier 3,Supermarket Type2,2588.6304,DR
DRE25,15.35,Low Fat,0.073697713,Soft Drinks,91.912,OUT017,2007,,Tier 2,Supermarket Type1,559.272,DR
FDM60,10.8,Regular,0.0,Baking Goods,39.3138,OUT013,1987,High,Tier 3,Supermarket Type1,1015.345,FD
FDA39,6.32,Low Fat,0.021287234,Meat,38.5822,OUT010,1998,,Tier 3,Grocery Store,78.5644,FD
FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146,OUT017,2007,,Tier 2,Supermarket Type1,2554.0088,FD
FDR47,17.85,Low Fat,0.0,Breads,196.5794,OUT010,1998,,Tier 3,Grocery Store,585.2382,FD
FDP48,,Regular,0.043810028,Baking Goods,181.395,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042.135,FD
FDK16,,Low Fat,0.114771298,Frozen Foods,93.9094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3903.5854,FD
FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,FD
FDJ22,18.75,Low Fat,0.052766297,Snack Foods,189.7504,OUT013,1987,High,Tier 3,Supermarket Type1,2492.7552,FD
NCK18,9.6,Low Fat,0.0,Household,164.2184,OUT045,2002,,Tier 2,Supermarket Type1,1981.4208,NC
FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812,FD
FDE46,18.6,Low Fat,0.01575657,Snack Foods,153.1366,OUT013,1987,High,Tier 3,Supermarket Type1,3173.8686,FD
FDQ12,,Low Fat,0.061999648,Baking Goods,230.001,OUT019,1985,Small,Tier 1,Grocery Store,689.103,FD
FDX34,6.195,Low Fat,0.072278769,Snack Foods,120.6098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1807.647,FD
FDO21,11.6,Regular,0.009818244,Snack Foods,223.1404,OUT017,2007,,Tier 2,Supermarket Type1,5175.9292,FD
FDK25,11.6,Regular,0.157149885,Breakfast,168.2474,OUT045,2002,,Tier 2,Supermarket Type1,2863.6058,FD
FDY03,17.6,Regular,0.076121831,Meat,111.7202,OUT046,1997,Small,Tier 1,Supermarket Type1,1125.202,FD
FDE46,18.6,Low Fat,0.015858893,Snack Foods,152.9366,OUT017,2007,,Tier 2,Supermarket Type1,453.4098,FD
FDW46,13.0,Regular,0.070444232,Snack Foods,63.4484,OUT045,2002,,Tier 2,Supermarket Type1,1043.9744,FD
DRK49,14.15,Low Fat,0.036147029,Soft Drinks,39.3138,OUT017,2007,,Tier 2,Supermarket Type1,527.9794,DR
FDN15,17.5,Low Fat,0.016760075,Meat,141.618,OUT049,1999,Medium,Tier 1,Supermarket Type1,2097.27,FD
FDV44,8.365,Regular,0.039925235,Fruits and Vegetables,189.2188,OUT045,2002,,Tier 2,Supermarket Type1,4570.0512,FD
FDH58,12.3,Low Fat,0.037014587,Snack Foods,115.1834,OUT045,2002,,Tier 2,Supermarket Type1,1958.1178,FD
NCB18,19.6,Low Fat,0.041459372,Household,89.6514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.7196,NC
FDC11,20.5,Low Fat,0.141674844,Starchy Foods,90.7172,OUT013,1987,High,Tier 3,Supermarket Type1,1605.9096,FD
DRI03,6.03,Low Fat,0.022796178,Dairy,178.1028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224,DR
FDZ02,,Regular,0.037962696,Dairy,97.5726,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.726,FD
NCE54,20.7,Low Fat,0.026899856,Household,73.9354,OUT046,1997,Small,Tier 1,Supermarket Type1,677.1186,NC
FDU51,20.2,Regular,0.096906831,Meat,175.5028,OUT018,2009,Medium,Tier 3,Supermarket Type2,6729.9064,FD
FDT25,7.5,Low Fat,0.05074138,Canned,123.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1837.608,FD
NCX05,15.2,Low Fat,0.162462044,Health and Hygiene,117.6492,OUT010,1998,,Tier 3,Grocery Store,347.5476,NC
FDS02,10.195,Regular,0.146094132,Dairy,196.1794,OUT049,1999,Medium,Tier 1,Supermarket Type1,2926.191,FD
FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.2522,FD
FDV26,20.25,Regular,0.076160451,Dairy,196.2794,OUT046,1997,Small,Tier 1,Supermarket Type1,2731.1116,FD
FDJ52,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,2007,,Tier 2,Supermarket Type1,1765.0358,FD
FDX20,7.365,Low Fat,0.042733625,Fruits and Vegetables,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,3848.324,FD
FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376,FD
FDD38,16.75,Regular,0.008208342,Canned,102.8674,OUT045,2002,,Tier 2,Supermarket Type1,1528.011,FD
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,DR
DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,2009,Medium,Tier 3,Supermarket Type2,3542.056,DR
FDL15,17.85,Low Fat,0.046707264,Meat,152.6682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.6184,FD
NCZ41,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,OUT045,2002,,Tier 2,Supermarket Type1,2127.8968,NC
FDW26,11.8,Regular,0.107057186,Dairy,224.1772,OUT046,1997,Small,Tier 1,Supermarket Type1,3558.0352,FD
FDG22,17.6,Regular,0.041615224,Snack Foods,37.219,OUT017,2007,,Tier 2,Supermarket Type1,366.19,FD
FDE10,6.67,Regular,0.090456903,Snack Foods,131.2626,OUT017,2007,,Tier 2,Supermarket Type1,2098.6016,FD
FDC33,,Regular,0.068604503,Fruits and Vegetables,197.3768,OUT027,1985,Medium,Tier 3,Supermarket Type3,7488.9184,FD
FDP58,11.1,Low Fat,0.135416391,Snack Foods,218.3482,OUT045,2002,,Tier 2,Supermarket Type1,2847.6266,FD
FDE17,20.1,Regular,0.054565932,Frozen Foods,152.2366,OUT045,2002,,Tier 2,Supermarket Type1,2418.1856,FD
NCQ53,17.6,Low Fat,0.018889593,Health and Hygiene,236.259,OUT013,1987,High,Tier 3,Supermarket Type1,4727.18,NC
FDW19,12.35,Regular,0.038657256,Fruits and Vegetables,110.257,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.712,FD
FDO13,,Low Fat,0.106907604,Breakfast,162.8526,OUT019,1985,Small,Tier 1,Grocery Store,493.3578,FD
FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1,2769.728,FD
FDZ20,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,OUT045,2002,,Tier 2,Supermarket Type1,6358.39,FD
FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1647.855,FD
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,,Tier 2,Supermarket Type1,4655.9394,FD
FDW28,18.25,Low Fat,0.088807455,Frozen Foods,197.3452,OUT035,2004,Small,Tier 2,Supermarket Type1,2740.4328,FD
NCE19,,Low Fat,0.092564193,Household,53.4956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.2284,NC
FDL39,16.1,Regular,0.063319379,Dairy,180.9318,OUT035,2004,Small,Tier 2,Supermarket Type1,1984.7498,FD
FDT39,6.26,Regular,0.009887927,Meat,150.7366,OUT045,2002,,Tier 2,Supermarket Type1,2418.1856,FD
FDG12,6.635,Regular,0.00636189,Baking Goods,121.1098,OUT017,2007,,Tier 2,Supermarket Type1,2651.2156,FD
NCV30,20.2,Low Fat,0.066065799,Household,61.351,OUT045,2002,,Tier 2,Supermarket Type1,1201.769,NC
DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,1997,Small,Tier 1,Supermarket Type1,2618.5914,DR
FDN32,17.5,Low Fat,0.015591925,Fruits and Vegetables,184.8266,OUT045,2002,,Tier 2,Supermarket Type1,2766.399,FD
NCD19,8.93,Low Fat,0.013253936,Household,56.4614,OUT017,2007,,Tier 2,Supermarket Type1,828.921,NC
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,,Tier 2,Supermarket Type1,1764.37,FD
DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,DR
FDT09,15.15,Regular,0.012288171,Snack Foods,129.9284,OUT045,2002,,Tier 2,Supermarket Type1,2241.0828,FD
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,FD
FDV27,,Regular,0.070017381,Meat,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,177.1028,FD
FDG33,,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,FD
FDY32,7.605,Low Fat,0.216323008,Fruits and Vegetables,165.021,OUT010,1998,,Tier 3,Grocery Store,815.605,FD
NCW06,16.2,Low Fat,0.08425957,Household,192.3162,OUT010,1998,,Tier 3,Grocery Store,769.6648,NC
NCI43,19.85,Low Fat,0.025963795,Household,46.3376,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024,NC
FDA21,13.65,Low Fat,0.036033639,Snack Foods,183.7924,OUT045,2002,,Tier 2,Supermarket Type1,2591.2936,FD
NCG30,,Low Fat,0.111777297,Household,124.6046,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.6058,NC
FDF53,20.75,Regular,0.083736551,Frozen Foods,178.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,3428.2042,FD
DRE48,8.43,Low Fat,0.01732573,Soft Drinks,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,DR
FDF22,6.865,Low Fat,0.056783389,Snack Foods,214.5218,OUT013,1987,High,Tier 3,Supermarket Type1,2778.3834,FD
DRG37,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692,DR
FDH14,17.1,Regular,0.046881328,Canned,141.3838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1685.8056,FD
FDO51,6.785,Regular,0.042153502,Meat,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,340.8896,FD
FDT21,7.42,Low Fat,0.0204332,Snack Foods,248.9092,OUT045,2002,,Tier 2,Supermarket Type1,5976.2208,FD
NCX29,10.0,Low Fat,0.149223055,Health and Hygiene,145.8102,OUT010,1998,,Tier 3,Grocery Store,874.8612,NC
DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.6104,DR
FDP03,5.15,Regular,0.061301149,Meat,122.1388,OUT045,2002,,Tier 2,Supermarket Type1,2352.9372,FD
DRM11,6.57,Low Fat,0.066069578,Hard Drinks,261.0278,OUT046,1997,Small,Tier 1,Supermarket Type1,4165.2448,DR
FDX19,19.1,Low Fat,0.09688421,Fruits and Vegetables,233.5958,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.958,FD
FDL56,,Low Fat,0.12517151,Fruits and Vegetables,88.9198,OUT027,1985,Medium,Tier 3,Supermarket Type3,3139.9128,FD
FDC16,11.5,Regular,0.020686161,Dairy,85.054,OUT017,2007,,Tier 2,Supermarket Type1,1731.08,FD
FDR36,6.715,Regular,0.122274118,Baking Goods,40.3454,OUT017,2007,,Tier 2,Supermarket Type1,838.908,FD
FDY08,,Regular,0.170246782,Fruits and Vegetables,141.5838,OUT027,1985,Medium,Tier 3,Supermarket Type3,3231.1274,FD
FDC44,15.6,Low Fat,0.0,Fruits and Vegetables,111.9518,OUT049,1999,Medium,Tier 1,Supermarket Type1,2163.1842,FD
DRD25,6.135,Low Fat,0.132183029,Soft Drinks,115.086,OUT010,1998,,Tier 3,Grocery Store,452.744,DR
FDD11,12.85,Low Fat,0.030591255,Starchy Foods,251.404,OUT013,1987,High,Tier 3,Supermarket Type1,2277.036,FD
FDQ08,15.7,Regular,0.031685529,Fruits and Vegetables,63.1536,OUT010,1998,,Tier 3,Grocery Store,122.5072,FD
FDJ55,12.8,Regular,0.023664054,Meat,226.0404,OUT017,2007,,Tier 2,Supermarket Type1,5400.9696,FD
FDD08,8.3,Low Fat,0.03555434,Fruits and Vegetables,37.4506,OUT017,2007,,Tier 2,Supermarket Type1,796.9626,FD
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,,Tier 2,Supermarket Type1,3010.7476,FD
FDD17,7.5,Low Fat,0.032599801,Frozen Foods,238.1906,OUT013,1987,High,Tier 3,Supermarket Type1,3327.6684,FD
FDN58,13.8,Regular,0.057104066,Snack Foods,232.6984,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.1904,FD
FDL33,7.235,Low Fat,0.167316771,Snack Foods,197.5452,OUT010,1998,,Tier 3,Grocery Store,195.7452,FD
NCD18,16.0,Low Fat,0.072965144,Household,231.3668,OUT018,2009,Medium,Tier 3,Supermarket Type2,4607.336,NC
FDH14,17.1,Regular,0.0467696,Canned,141.1838,OUT013,1987,High,Tier 3,Supermarket Type1,2247.7408,FD
FDW57,8.31,Regular,0.115911972,Snack Foods,177.3028,OUT045,2002,,Tier 2,Supermarket Type1,1948.1308,FD
NCP06,,Low Fat,0.039055756,Household,152.3366,OUT027,1985,Medium,Tier 3,Supermarket Type3,2115.9124,NC
FDY38,13.6,Regular,0.119361718,Dairy,231.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,2563.33,FD
FDK14,6.98,Low Fat,0.041273236,Canned,82.4934,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.7208,FD
FDT48,,Low Fat,0.0,Baking Goods,196.5084,OUT027,1985,Medium,Tier 3,Supermarket Type3,793.6336,FD
FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668,FD
NCB30,14.6,Low Fat,0.025742955,Household,197.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4761.8016,NC
FDC14,14.5,Regular,0.041313203,Canned,42.0454,OUT049,1999,Medium,Tier 1,Supermarket Type1,377.5086,FD
FDA14,,Low Fat,0.114127418,Dairy,147.176,OUT019,1985,Small,Tier 1,Grocery Store,585.904,FD
DRJ49,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476,DR
FDX15,17.2,Low Fat,0.156269303,Meat,159.6578,OUT035,2004,Small,Tier 2,Supermarket Type1,3048.6982,FD
DRF36,,Low Fat,0.023463124,Soft Drinks,190.6846,OUT027,1985,Medium,Tier 3,Supermarket Type3,9554.23,DR
FDW60,5.44,Regular,0.017047751,Baking Goods,174.637,OUT013,1987,High,Tier 3,Supermarket Type1,2999.429,FD
FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.7918,FD
NCD54,21.1,Low Fat,0.029003459,Household,143.4786,OUT035,2004,Small,Tier 2,Supermarket Type1,2311.6576,NC
FDP31,21.1,Regular,0.161504957,Fruits and Vegetables,65.0168,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168,FD
DRN47,12.1,Low Fat,0.016852909,Hard Drinks,180.666,OUT049,1999,Medium,Tier 1,Supermarket Type1,2876.256,DR
FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752,FD
FDS11,,Regular,0.097275777,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,FD
FDZ15,13.1,Low Fat,0.020913071,Dairy,120.1782,OUT045,2002,,Tier 2,Supermarket Type1,2026.0294,FD
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Medium,Tier 3,Supermarket Type2,699.09,FD
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664,FD
DRH37,17.6,Low Fat,0.041700756,Soft Drinks,164.8526,OUT045,2002,,Tier 2,Supermarket Type1,2302.3364,DR
FDI20,19.1,Low Fat,0.064547828,Fruits and Vegetables,212.8586,OUT010,1998,,Tier 3,Grocery Store,422.1172,FD
NCS38,8.6,Low Fat,0.090558833,Household,112.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,NC
FDS16,,Regular,0.0,Frozen Foods,145.276,OUT027,1985,Medium,Tier 3,Supermarket Type3,5273.136,FD
FDU01,,Regular,0.021002171,Canned,185.1924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,FD
NCO30,19.5,Low Fat,0.01572192,Household,185.6608,OUT035,2004,Small,Tier 2,Supermarket Type1,918.804,NC
FDG09,20.6,Regular,0.047936284,Fruits and Vegetables,185.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676,FD
FDX28,,Low Fat,0.0,Frozen Foods,100.7042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3174.5344,FD
NCK18,9.6,Low Fat,0.011211251,Household,166.9184,OUT010,1998,,Tier 3,Grocery Store,660.4736,NC
NCM07,9.395,Low Fat,0.040023967,Others,85.5908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1006.6896,NC
NCS06,7.935,Low Fat,0.0,Household,263.691,OUT046,1997,Small,Tier 1,Supermarket Type1,788.973,NC
FDR20,20.0,Regular,0.028118435,Fruits and Vegetables,46.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,1222.4088,FD
NCI42,,Low Fat,0.01031535,Household,208.4954,OUT027,1985,Medium,Tier 3,Supermarket Type3,3751.1172,NC
NCP55,14.65,Low Fat,0.0,Others,53.8614,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.228,NC
FDQ10,12.85,Low Fat,0.033230816,Snack Foods,172.3422,OUT049,1999,Medium,Tier 1,Supermarket Type1,1207.0954,FD
FDM24,,Regular,0.078943221,Baking Goods,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.6392,FD
FDV11,9.1,Regular,0.081652352,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648,FD
FDL09,,Regular,0.22417463,Snack Foods,168.8816,OUT019,1985,Small,Tier 1,Grocery Store,167.7816,FD
FDW27,5.86,Regular,0.150853308,Meat,156.0314,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.7082,FD
FDT26,18.85,Regular,0.067940657,Dairy,119.044,OUT035,2004,Small,Tier 2,Supermarket Type1,1198.44,FD
NCB30,14.6,Low Fat,0.025702994,Household,199.9084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008,NC
NCE30,16.0,Low Fat,0.099136036,Household,210.3902,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.7314,NC
FDV47,17.1,Low Fat,0.054514169,Breads,84.4566,OUT017,2007,,Tier 2,Supermarket Type1,591.8962,FD
NCD31,,Low Fat,0.015359722,Household,163.7526,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973.4312,NC
DRY23,9.395,Regular,0.109713464,Soft Drinks,41.3112,OUT017,2007,,Tier 2,Supermarket Type1,255.6672,DR
FDC33,8.96,Regular,0.068880971,Fruits and Vegetables,195.3768,OUT013,1987,High,Tier 3,Supermarket Type1,2759.0752,FD
NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1567.2932,NC
NCS54,,Low Fat,0.00994477,Household,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528.169,NC
NCO02,11.15,Low Fat,0.073516952,Others,65.9142,OUT045,2002,,Tier 2,Supermarket Type1,790.9704,NC
FDD20,,Low Fat,0.020614212,Fruits and Vegetables,126.4046,OUT027,1985,Medium,Tier 3,Supermarket Type3,5353.6978,FD
FDT48,4.92,Low Fat,0.045916788,Baking Goods,198.8084,OUT013,1987,High,Tier 3,Supermarket Type1,2976.126,FD
FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.296,FD
FDD51,11.15,Low Fat,0.119930029,Dairy,44.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,588.5672,FD
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.765,FD
NCI43,19.85,Low Fat,0.025947095,Household,46.9376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512,NC
NCB42,11.8,Low Fat,0.008596051,Health and Hygiene,115.3492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888,NC
FDB47,8.8,Low Fat,0.071540443,Snack Foods,210.6612,OUT049,1999,Medium,Tier 1,Supermarket Type1,2508.7344,FD
FDA31,7.1,Low Fat,0.110459828,Fruits and Vegetables,172.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404,FD
FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1127.8652,FD
NCW42,,Low Fat,0.102371638,Household,221.2456,OUT019,1985,Small,Tier 1,Grocery Store,663.1368,NC
FDS04,10.195,Regular,0.146662938,Frozen Foods,138.6838,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.2246,FD
DRC27,13.8,Low Fat,0.058220302,Dairy,247.4802,OUT045,2002,,Tier 2,Supermarket Type1,1474.0812,DR
FDL13,13.85,Regular,0.056271701,Breakfast,232.23,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18,FD
FDE04,19.75,Regular,0.018019662,Frozen Foods,181.566,OUT035,2004,Small,Tier 2,Supermarket Type1,2876.256,FD
FDT10,16.7,Regular,0.062044506,Snack Foods,57.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,948.0992,FD
DRH49,19.7,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,247.6776,DR
NCC30,16.6,Low Fat,0.046161923,Household,176.6344,OUT010,1998,,Tier 3,Grocery Store,356.8688,NC
FDV13,,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,FD
FDD45,8.615,Low Fat,0.116152226,Fruits and Vegetables,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,1512.6976,FD
FDY16,18.35,Regular,0.092226754,Frozen Foods,184.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,FD
FDD38,,Regular,0.0,Canned,100.3674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6132,FD
FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.6224,FD
FDN16,12.6,Regular,0.062827447,Frozen Foods,105.099,OUT045,2002,,Tier 2,Supermarket Type1,1444.786,FD
FDV26,20.25,Regular,0.076470697,Dairy,196.1794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2731.1116,FD
FDR02,16.7,Low Fat,0.022110425,Dairy,110.8886,OUT045,2002,,Tier 2,Supermarket Type1,3558.0352,FD
FDJ03,12.35,Regular,0.121174241,Dairy,47.8692,OUT010,1998,,Tier 3,Grocery Store,49.2692,FD
FDH40,11.6,Regular,0.079376029,Frozen Foods,81.7276,OUT017,2007,,Tier 2,Supermarket Type1,1949.4624,FD
NCV05,,Low Fat,0.030062224,Health and Hygiene,154.3656,OUT027,1985,Medium,Tier 3,Supermarket Type3,2471.4496,NC
FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.0646,OUT010,1998,,Tier 3,Grocery Store,1288.323,FD
NCM42,6.13,Low Fat,0.02848169,Household,110.4912,OUT017,2007,,Tier 2,Supermarket Type1,1310.2944,NC
FDO31,,Regular,0.028842332,Fruits and Vegetables,81.496,OUT027,1985,Medium,Tier 3,Supermarket Type3,1997.4,FD
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,FD
FDQ13,,Low Fat,0.018632082,Canned,82.9908,OUT019,1985,Small,Tier 1,Grocery Store,503.3448,FD
NCF54,18.0,Low Fat,0.047645037,Household,172.6422,OUT017,2007,,Tier 2,Supermarket Type1,2931.5174,NC
DRF27,8.93,Low Fat,0.028411899,Dairy,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.876,DR
FDS49,9.0,Low Fat,0.0,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,FD
FDL46,20.35,Low Fat,0.054362695,Snack Foods,117.9466,OUT017,2007,,Tier 2,Supermarket Type1,1649.8524,FD
FDZ57,10.0,Regular,0.03773288,Snack Foods,128.2994,OUT013,1987,High,Tier 3,Supermarket Type1,1413.4934,FD
FDX35,5.035,Regular,0.080362549,Breads,229.0036,OUT017,2007,,Tier 2,Supermarket Type1,4326.3684,FD
NCV30,20.2,Low Fat,0.065932087,Household,64.851,OUT046,1997,Small,Tier 1,Supermarket Type1,948.765,NC
